Interaction.identifier_partner,Ecological.interaction.type,OTU,Lineage,Reference
86_1,par,ee580b73bf8d234543d4b3f264e6e6d9,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2002.tb00230.x;10.1111/j.1550-7408.2010.00504.x
86_1,par,ccbf5e11e82a467529ce31cb3be07d92,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2002.tb00230.x;10.1111/j.1550-7408.2010.00504.x
86_2,par,55aadff48076460094a14661142f873a,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gymnodiniales|28|Gymnodiniaceae|Gymnodinium_06,10.1111/j.1550-7408.2002.tb00230.x;10.1111/j.1550-7408.2010.00504.x
88_1,par,12da4e74fe8387c3ca438fc3c13d1df6,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-2|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,2a127ace7b93968535214917d4a5c780,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,45b350a5288159707b8b3ddcda9af6e5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,81dc368581231d15d5c665d597e367ef,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,7152e6195bfd282280dc66337d450dbf,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,5bd2f50592288fa9be62e80b181928ca,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,fde8a13324e2c85336188316fc2fa2c5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,da0d4686c07a5c6831f2ef840adc8b2d,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,9a501a2827d6ce139ce9ad4cfb249366,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,c5a43e29f5e20b47764df6cb6556064e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,37a85b0f98150aa0307c8c341a9dd278,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,c208c794ebc3b55152efc084b42ef491,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,ee580b73bf8d234543d4b3f264e6e6d9,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_1,par,ccbf5e11e82a467529ce31cb3be07d92,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_2,par,58a7d30d6be8cd360fbfb77e31ac58bf,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|14|Gonyaulacaceae|Gonyaulax_02|spinifera,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_2,par,44740afba928b042ff90541ea3a528cd,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|16|Gonyaulacaceae|Gonyaulax_04|sp.,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
88_2,par,4637ce3ecfe4ac60be0263a01815e8af,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Gonyaulacales|15|Gonyaulacaceae|Gonyaulax_03|polygramma,Unpublished;10.1111/j.1550-7408.2004.tb00539.x
90_1,par,12da4e74fe8387c3ca438fc3c13d1df6,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-2|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,2a127ace7b93968535214917d4a5c780,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,45b350a5288159707b8b3ddcda9af6e5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,81dc368581231d15d5c665d597e367ef,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,7152e6195bfd282280dc66337d450dbf,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,5bd2f50592288fa9be62e80b181928ca,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,fde8a13324e2c85336188316fc2fa2c5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,da0d4686c07a5c6831f2ef840adc8b2d,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,9a501a2827d6ce139ce9ad4cfb249366,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,c5a43e29f5e20b47764df6cb6556064e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,37a85b0f98150aa0307c8c341a9dd278,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,c208c794ebc3b55152efc084b42ef491,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,ee580b73bf8d234543d4b3f264e6e6d9,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_1,par,ccbf5e11e82a467529ce31cb3be07d92,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
90_2,par,655a85751771cd973a0b89942bf89abf,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|43|Peridiniaceae|Kryptoperidinium|foliaceum,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,12da4e74fe8387c3ca438fc3c13d1df6,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-2|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,2a127ace7b93968535214917d4a5c780,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-1|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,45b350a5288159707b8b3ddcda9af6e5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,81dc368581231d15d5c665d597e367ef,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,7152e6195bfd282280dc66337d450dbf,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,5bd2f50592288fa9be62e80b181928ca,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,fde8a13324e2c85336188316fc2fa2c5,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,da0d4686c07a5c6831f2ef840adc8b2d,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,9a501a2827d6ce139ce9ad4cfb249366,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,c5a43e29f5e20b47764df6cb6556064e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-3|Amoebophrya,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,37a85b0f98150aa0307c8c341a9dd278,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-33|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,c208c794ebc3b55152efc084b42ef491,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+sp.,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,ee580b73bf8d234543d4b3f264e6e6d9,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_1,par,ccbf5e11e82a467529ce31cb3be07d92,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-II|MALV-II-Clade-4|Amoebophrya|Amoebophrya+ceratii,10.1111/j.1550-7408.2004.tb00539.x
92_2,par,d85e912d6f431346a1a8a62f42679e9a,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|conicum,10.1111/j.1550-7408.2004.tb00539.x
92_2,par,a74078171a7e327354912eb40bbd0e30,Eukaryota|Alveolata|Dinophyta|Dinophyceae|Peridiniales|02|Protoperidiniaceae|Protoperidinium_02|conicum,10.1111/j.1550-7408.2004.tb00539.x
94_1,par,3edcccb01f5acfed2c2cc29d3fb8809e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,10.1016/j.protis.2005.08.002;10.3354/meps327037
94_1,par,d2b7864922dba0b6f782a825b252a4e0,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,10.1016/j.protis.2005.08.002;10.3354/meps327037
94_2,par,e265c9b4be9a96618f4496ce4a44adbe,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,10.1016/j.protis.2005.08.002;10.3354/meps327037
95_1,par,3edcccb01f5acfed2c2cc29d3fb8809e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
95_1,par,d2b7864922dba0b6f782a825b252a4e0,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
95_2,par,f56b9fb4cac3bd502b57dff5963b132b,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
95_2,par,1c98907e7991536348e667fb73347401,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Sphaerozoum|Sphaerozoum+punctatum,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
99_1,par,3edcccb01f5acfed2c2cc29d3fb8809e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
99_1,par,d2b7864922dba0b6f782a825b252a4e0,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
99_2,par,4283416bac52531dc5f5b5560834130b,Eukaryota|Rhizaria|Cercozoa|Filosa-Phaeodarea|Phaeocystida|Aulacanthidae|Aulacantha|Aulacantha+scolymantha,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
100_1,par,3edcccb01f5acfed2c2cc29d3fb8809e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,10.3354/meps327037
100_1,par,d2b7864922dba0b6f782a825b252a4e0,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,10.3354/meps327037
100_2,par,334bda51241d993f8ff8874ecd5d5926,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,10.3354/meps327037
102_1,par,3edcccb01f5acfed2c2cc29d3fb8809e,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
102_1,par,d2b7864922dba0b6f782a825b252a4e0,Eukaryota|Alveolata|Dinophyta|Syndiniales|MALV-IV|MALV-IV-Syndinium-Group|Syndinium|Syndinium+sp.,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
102_2,par,4077dd0358107a8bb7d2213700329d83,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
102_2,par,a850a8501865b664c90bc2352d274656,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
102_2,par,072b3480a3e06cc4c2b4f8a1326341d8,Eukaryota|Rhizaria|Radiolaria|Polycystinea|Collodaria-Nassellarida|Collodaria|Collozoum|Collozoum+serpentinum,http://www.obs-vlfr.fr/LOV/aquaparadox/html/PFD/Taxonomic%20Monographs/Cachon&Cachon1987.pdf
116_1,par,c9d94cf69f28336920dda54b2a5240ee,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
116_1,par,9482c1569f6c290345c30cbdcf061cdd,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
116_2,par,e265c9b4be9a96618f4496ce4a44adbe,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Corycaeus|Corycaeus+speciosus,10.3354/meps282129
121_1,par,c9d94cf69f28336920dda54b2a5240ee,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
121_1,par,9482c1569f6c290345c30cbdcf061cdd,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
121_2,par,334bda51241d993f8ff8874ecd5d5926,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Cyclopoida|Oithona|Oithona+sp.,10.3354/meps282129
123_1,par,c9d94cf69f28336920dda54b2a5240ee,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
123_1,par,9482c1569f6c290345c30cbdcf061cdd,Eukaryota|Alveolata|Ciliophora|Oligohymenophorea|Apostomatia|Foettingeriidae|Vampyrophrya|Vampyrophrya+pelagica,10.3354/meps282129
123_2,par,2edf6e8450b4593120545ca7a42b5a32,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,10.3354/meps282129
132_1,par,2d6aa446c65d1d2bf30430247770ae91,Eukaryota|Alveolata|Alveolata_X|Ellobiopsidae|Ellobiopsidae_X|Ellobiopsidae_XX|Ellobiopsis|Ellobiopsis+chattonii,10.1007/s11230-009-9199
132_2,par,2edf6e8450b4593120545ca7a42b5a32,Eukaryota|Opisthokonta|Metazoa|Arthropoda|Crustacea|Maxillopoda|Copepoda|Calanoida|Acartia|Acartia+negligens,10.1007/s11230-009-9199
168_1,symb,db3e5d0a8489aa4b963e8fb75893f65a,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola,10.1007/s002270050401
168_1,symb,a3c0b2e38af026e01ec1547a5b4213db,Eukaryota|Stramenopiles|Stramenopiles_X|MAST|MAST-3-12|MAST-3|Solenicola|Solenicola+sp.,10.1007/s002270050401
168_2,symb,373e9f3c1eab9579c73239dfa6903a6a,Eukaryota|Stramenopiles|Stramenopiles_X|Bacillariophyta|Bacillariophyta_X|Radial-centric-basal-Coscinodiscophyceae|Leptocylindrus,10.1007/s002270050401
